Prospect Type,Gatekeeper / Organization,Decision Maker / Role,Category,Institution / Community,Geography,Approx. Reachable Group Size,Best Contact,Contact Type,Contact URL,Official / Community Page,Why Members Fit Talysman,Recommended Pilot Pitch,Suggested First CTA,Accessibility Score (1-10),Audience Fit Score (1-10),Pilot Value Score (1-10),Source URL,Verification Date,Outreach Status,Notes
Initial User Gatekeeper,Concrete Canoe,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Cyclone RoboSub,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Davis Competitive Programming Club (DCPC),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Formula Racing,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,National Association of Rocketry at UC Davis,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Seismic Design,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Steel Bridge,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Chicanx and Latinx Engineers and Scientists Society (CALESS),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Club of Future Female/Femme Electrical Engineers (COFFEE),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,ColorStack,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,National Society of Black Engineers (NSBE) - UC Davis,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Out in STEM (oSTEM),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Society of Women Engineers (SWE) - UC Davis,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Women in Computer Science (WiCS) - UC Davis,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Aggie Propulsion and Rocketry Lab (APRL),,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,AggieWorks,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Davis Autonomy Club,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Davis Robotics Club,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,HackDavis,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Space and Satellite Systems,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Chi Epsilon,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Tau Beta Pi,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Eta Kappa Nu,,University Engineering / CS Organization,UC Davis,"Davis, CA, US",,Official club site/Instagram linked from UC Davis directory,Official page / Instagram,https://engineering.ucdavis.edu/undergraduates/student-organizations,https://engineering.ucdavis.edu/undergraduates/student-organizations,"Engineering and CS students are laptop-heavy, project-driven, and a strong cohort for testing deep-work friction.",7-Day Engineering Lock-In Challenge around project/exam week; free Pro plus direct founder onboarding.,Could I send you a 3-sentence blurb to share with members?,7,10,8,https://engineering.ucdavis.edu/undergraduates/student-organizations,2026-08-31,Not Contacted,Organization verified on UC Davis College of Engineering 2026 club directory; directory links to each club's official site or Instagram.
Initial User Gatekeeper,Association for Computing Machinery Student Chapter (ACM),,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Association of Black Computer Scientists (ABCS),,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,CS Roadshow,,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Texas CSBA Computer Science and Business Association,,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Computer Science Transfers’ Society (CSTS),,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Electronic Game Developers Society (EGaDS!),,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Engineering and Computational Learning of Artificial Intelligence in Robotics (ECLAIR),,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Texas Product Engineering Organization (TPEO),,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Turing Scholars Student Association (TSSA),,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,UTCS Competitive Programming Club,,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Women in Computer Science (WiCS),,University CS Organization,UT Austin,"Austin, TX, US",,studentorgs@cs.utexas.edu,Email,mailto:studentorgs@cs.utexas.edu,https://www.cs.utexas.edu/undergraduate/community-and-organizations,UT CS members are a dense audience of laptop-heavy builders and students.,Developer Focus Sprint: free Talysman Pro for 7 days and an optional group results recap.,Could you point me to the current officer or share this with a small pilot group?,8,10,9,https://www.cs.utexas.edu/undergraduate/community-and-organizations,2026-08-31,Not Contacted,
Initial User Gatekeeper,Entrepreneurship & Innovation Agency,,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,Genesis Program,,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,Longhorn Entrepreneurship Agency (LEA),,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,Social Entrepreneurship Learning Lab (SELL),,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,TEDxUTAustin,,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,Texas Convergent,,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,Texas Enactus,,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,Texas Momentum,,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,Texas Product Engineering Organization (TPEO) - entrepreneurship,,Student Entrepreneurship Organization,UT Austin,"Austin, TX, US",,Official program/org page,Official page,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,Student founders and builders need protected maker-time and are an ideal high-intent test cohort.,Founder Lock-In Sprint: 7 days of protected deep-work sessions using a physical USB key.,Would you share this free pilot with 10–20 student founders/builders?,7,10,8,https://undergraduates.utexas.edu/launchpad/ut-opportunities/student-orgs,2026-08-31,Not Contacted,
Initial User Gatekeeper,Applied AI Club,,University CS / Engineering Organization,NC State University,"Raleigh, NC, US",,NC State GetInvolved / official org directory,Official directory,https://csc.ncsu.edu/academics/student-organizations/,https://csc.ncsu.edu/academics/student-organizations/,CS and engineering members have concentrated laptop work and project deadlines.,7-Day Developer Lock-In Challenge with free Pro and direct onboarding.,Can I send you a short blurb to share with members?,7,10,8,https://csc.ncsu.edu/academics/student-organizations/,2026-08-31,Not Contacted,
Initial User Gatekeeper,App Development Club,,University CS / Engineering Organization,NC State University,"Raleigh, NC, US",,NC State GetInvolved / official org directory,Official directory,https://csc.ncsu.edu/academics/student-organizations/,https://csc.ncsu.edu/academics/student-organizations/,CS and engineering members have concentrated laptop work and project deadlines.,7-Day Developer Lock-In Challenge with free Pro and direct onboarding.,Can I send you a short blurb to share with members?,7,10,8,https://csc.ncsu.edu/academics/student-organizations/,2026-08-31,Not Contacted,
Initial User Gatekeeper,AquaPack Robotics,,University CS / Engineering Organization,NC State University,"Raleigh, NC, US",,NC State GetInvolved / official org directory,Official directory,https://csc.ncsu.edu/academics/student-organizations/,https://csc.ncsu.edu/academics/student-organizations/,CS and engineering members have concentrated laptop work and project deadlines.,7-Day Developer Lock-In Challenge with free Pro and direct onboarding.,Can I send you a short blurb to share with members?,7,10,8,https://csc.ncsu.edu/academics/student-organizations/,2026-08-31,Not Contacted,
Initial User Gatekeeper,Artificial Intelligence Club,,University CS / Engineering Organization,NC State University,"Raleigh, NC, US",,NC State GetInvolved / official org directory,Official directory,https://csc.ncsu.edu/academics/student-organizations/,https://csc.ncsu.edu/academics/student-organizations/,CS and engineering members have concentrated laptop work and project deadlines.,7-Day Developer Lock-In Challenge with free Pro and direct onboarding.,Can I send you a short blurb to share with members?,7,10,8,https://csc.ncsu.edu/academics/student-organizations/,2026-08-31,Not Contacted,
